term_id	cluster	term_name	intersection
23	GO:0008219	1	cell death	ACTN1,ADA,ADAR,AIF1,AIM2,AKR1C3,AKT1S1,ANP32B,ANXA1,ANXA5,ARL6IP1,ARL6IP5,ARRB2,ASAH1,ATF3,ATG3,B4GALT1,BAD,BAG1,BAK1,BCL2L13,BCL2L14,BID,BIN1,BIRC2,BIRC3,BLOC1S2,BMPR2,BNIP3L,BRCA2,BTG1,BTG2,C1QBP,C3orf38,CACNA1A,CALR,CAPN2,CARD16,CASP1,CASP10,CASP3,CASP4,CASP7,CASP8,CAST,CAT,CCL2,CCL3,CCL5,CCR7,CD14,CD2,CD27,CD38,CD3E,CD40,CD44,CD74,CDC73,CDKN1B,CDKN2D,CEBPB,CFL1,CFLAR,CHMP3,CHMP5,CIB1,CITED2,CORO1A,CREB3,CRIP1,CSRNP1,CTNNBL1,CTSB,CTSC,CTSD,CTSH,CTSL,CUL1,CXCL10,CXCR3,CXCR4,CYCS,CYLD,DAD1,DAP3,DDAH2,DDIT4,DDX3X,DDX5,DEDD2,DFFA,DHX9,DNAJA1,DNAJB6,DOCK8,DRAM1,DTNBP1,DYNLL1,EEF1D,EGLN2,EI24,EIF2AK2,EIF4G2,EIF5A,ELMO2,EMP3,ENO1,ERP29,EVI2B,FAS,FBXO7,FLNA,FOS,FYN,GADD45B,GAPDH,GBE1,GCLM,GFER,GGCT,GIMAP8,GNAI3,GPX1,GPX4,GRINA,GRN,GSDMD,GSTP1,GZMB,HAX1,HBB,HCLS1,HDAC1,HDGF,HEBP2,HERPUD1,HIF1A,HINT1,HIPK2,HLA-F,HMGB1,HMGB2,HNRNPK,HRAS,HSP90AA1,HSP90AB1,HSPA1A,HSPA1B,HSPA5,HSPB1,HSPD1,ID3,IDO1,IER3,IFI16,IFI27,IFI6,IFIT2,IFIT3,IKBKE,IL1B,IL7R,IRF1,IRF7,ITGA4,ITGB1,ITGB2,ITM2C,IVNS1ABP,JAK2,JTB,JUN,LAMP1,LAMP3,LAPTM5,LCK,LGALS1,LGALS3,LGALS9,LGMN,LYN,MAEA,MAP1S,MAPK1,MAX,MCL1,MDK,MEF2A,MLKL,MNDA,MRPL41,MTCH1,MTFP1,MX1,MYC,MYD88,NAA16,NACA,NBN,NCF1,NCK1,NCKAP1L,NCOA7,NDUFA13,NFE2L2,NFKBIA,NINJ1,NISCH,NME1,NPM1,NUP62,OPTN,P2RX4,PA2G4,PARK7,PARP4,PDCD10,PDCD5,PDCD6,PDIA3,PELI1,PHB,PHB2,PHLDA1,PIM1,PIM2,PIM3,PINK1,PKM,PKN2,PLAC8,PLAUR,PLK3,PLSCR1,PMAIP1,PML,POR,PPIF,PPP1CA,PPP1R15A,PPP2R5C,PRDX2,PRDX3,PRDX5,PRF1,PRKD2,PRMT2,PSMC5,PSMG2,PTMA,PTPRC,RAB7L1,RAD9A,RALB,RASSF5,RB1,RB1CC1,RBCK1,RELA,RGCC,RIPK1,RIPK2,RNF130,RPL10,RPL26,RPS27L,RPS3,RPS3A,RPS6,RPS6KA1,RPS7,RRAGC,RSL1D1,RTN4,S100A8,S100A9,SAP18,SDF2L1,SERPINB9,SET,SGK1,SH3GLB1,SH3KBP1,SHISA5,SIVA1,SLC25A24,SLC25A5,SLC25A6,SLC6A6,SNX6,SOCS3,SOD1,SOD2,SORL1,SP100,SQSTM1,SRGN,SRSF6,ST3GAL1,STAT1,STK17A,STK17B,STK24,TAF9,TAX1BP1,TBK1,TGFB1,TGFBR2,THOC1,THOC6,TIA1,TICAM1,TIMP1,TMBIM1,TMBIM6,TMEM109,TMEM123,TMEM219,TNFAIP3,TNFAIP8,TNFAIP8L1,TNFRSF1A,TNFRSF1B,TNFSF10,TOMM22,TOP1,TPT1,TRADD,TRAF3,TRIM69,TSC22D3,TSPO,TXN,TXNIP,TYROBP,UBB,UBE2B,UBE2D3,UBE2Z,UCP2,VAV1,VDAC1,VDAC2,XAF1,XBP1,YBX3,YME1L1,YWHAB,YWHAH,YWHAQ,ZBP1,ZDHHC16,ZFAND6,ZFP36,ZFP36L1
24	GO:0001906	1	cell killing	ARL8B,ARRB2,B2M,CD55,CORO1A,CRK,CRTAM,CTSC,FAM49B,GAPDH,GNLY,GZMB,HIST1H2BJ,HLA-A,HLA-B,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HSP90AB1,IL7R,LAG3,LAMP1,LGALS9,LYZ,MR1,MYD88,NCKAP1L,PRF1,PTPRC,SERPINB9,STX7,TUBB,TYROBP,VAV1
25	GO:0016477	1	cell migration	ABHD2,ACTA2,ACTG1,ADA,AIF1,ANXA1,APPL1,ARHGDIB,ARID5B,ARPC5,ARRB2,B4GALT1,BEX4,BIN2,BMPR2,BSG,BST2,BTG1,C1QBP,C3AR1,CALR,CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CCR7,CCRL2,CD2AP,CD40,CD44,CD47,CD63,CD74,CD9,CIB1,CITED2,CKLF,CNN2,CORO1A,CORO1B,CREB3,CRK,CRTAM,CXCL10,CXCL11,CXCR4,DDIT4,DDX58,DOCK8,DUSP1,ELMO2,EVL,FAM49B,FCER1G,FERMT3,FLNA,GCNT2,GLIPR2,GLUL,GPR183,GPX1,GRN,HDAC7,HIF1A,HMGB1,HRAS,HSPA5,HSPB1,IFITM1,IL1B,IL8,ILK,ITGA4,ITGB1,ITGB2,ITGB7,JAGN1,JAK2,LGALS3,LGALS8,LGALS9,LGMN,LMO4,MAPK1,MBOAT7,MDK,MIA3,MIIP,MSN,MYD88,MYO1G,NCK1,NCKAP1L,NEXN,NFE2L2,NINJ1,NISCH,NUMB,P2RX4,PAFAH1B1,PARP9,PDCD10,PDCD6,PDE4B,PFN1,PHACTR4,PHB2,PKN2,PLEKHO1,PML,PRKD2,PRKX,PTGER4,PTP4A1,PTPRC,RAB11A,RAB1A,RDX,RGCC,RHOC,RHOG,RIN3,RTN4,S100A11,S100A8,S100A9,SBDS,SDCBP,SELL,SGK1,SH3KBP1,SOD2,SORL1,SP100,SPN,SRP54,SSH2,STAT3,STAT5A,STK24,SUN2,SYNJ2BP,TGFB1,TGFBR2,TIMP1,TMSB10,TMSB4X,TNFAIP3,TNFRSF14,TRADD,TRIP6,TSPO,TUBB2A,VAV1,WASF2,WASL
26	GO:0048870	1	cell motility	ABHD2,ABL2,ACTA2,ACTB,ACTG1,ACTR3,ADA,AIF1,ANXA1,APPL1,ARHGDIB,ARID5B,ARPC3,ARPC5,ARRB2,ASH1L,B4GALT1,BEX4,BIN2,BMPR2,BRK1,BSG,BST2,BTG1,C1QBP,C3AR1,CALR,CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CCR7,CCRL2,CD2AP,CD40,CD44,CD47,CD63,CD74,CD9,CIB1,CITED2,CKLF,CNN2,CORO1A,CORO1B,CREB3,CRK,CRTAM,CXCL10,CXCL11,CXCR4,DDIT4,DDX58,DOCK8,DSTN,DUSP1,ELMO2,EVL,FAM49B,FCER1G,FERMT3,FLNA,GCNT2,GLIPR2,GLUL,GPR183,GPX1,GRN,HDAC7,HIF1A,HMGB1,HRAS,HSPB1,IER2,IFITM1,IL1B,IL8,ILK,ITGA4,ITGB1,ITGB2,ITGB7,JAK2,LGALS3,LGALS8,LGALS9,LGMN,LMO4,MALAT1,MAPK1,MBOAT7,MDK,MIA3,MIIP,MSN,MYD88,MYO1G,NCK1,NCKAP1L,NEXN,NFE2L2,NINJ1,NISCH,NUMB,P2RX4,PAFAH1B1,PARP9,PDCD10,PDCD6,PDE4B,PFN1,PHACTR4,PHB2,PKN2,PLEKHO1,PML,PRKD2,PRKX,PTGER4,PTP4A1,PTPRC,RAB11A,RAB1A,RDX,RGCC,RHOC,RHOG,RIN3,RTN4,S100A11,S100A8,S100A9,SBDS,SDCBP,SELL,SGK1,SH3KBP1,SKI,SOD2,SORL1,SP100,SPN,SRP54,SSH2,STAT3,STAT5A,STK24,SUN2,SYNJ2BP,TGFB1,TGFBR2,TIMP1,TMSB10,TNFAIP3,TNFRSF14,TPGS1,TRADD,TRIP6,TSPO,TUBB2A,UBE2B,VAV1,WAS,WASF2,WASL
27	GO:0008283	1	cell population proliferation	ABI1,ADA,AIF1,AKIRIN2,AKR1C3,ANXA1,AZI2,B2M,B4GALT1,BAD,BAK1,BEX4,BID,BIRC2,BLOC1S2,BMPR2,BRCA2,BRK1,BST2,BTG1,BTG2,BTG3,BTN3A1,CALR,CASP3,CCL2,CCL5,CCL8,CD164,CD38,CD40,CD47,CD55,CD74,CD9,CDC25B,CDC73,CEBPB,CFLAR,CIB1,CITED2,CNN2,CORO1A,COX17,CREB3,CRTAM,CTNNBIP1,CUL1,CXCL10,CXCL11,CYBA,DAZAP1,DHX9,DOCK8,DUSP1,EIF2AK2,ERCC1,FTH1,GCNT2,GLUL,GNAI3,GPR183,GPX1,GRN,HAPLN3,HCLS1,HDAC1,HIF1A,HIST1H2AC,HLA-A,HLA-DPA1,HLA-DPB1,HLA-DRB1,HLA-E,HMGB1,HP1BP3,HPSE,HRAS,HSPA1A,HSPD1,ID2,IDO1,IFI35,IFIT3,IFITM1,IGFBP4,IL15,IL1B,IL7R,IL8,ILK,IRF1,IRF2,ITGA4,ITGB1,JAK2,JARID2,LGALS3,LGALS9,LGMN,LIPA,MAPK1,MARCKSL1,MDK,MED25,MORC3,MORF4L1,MSN,MYD88,NACA,NBN,NCK1,NCKAP1L,NDFIP1,NFKBIA,NMB,NMI,NPM1,NRAS,NUMB,NUP62,PAFAH1B1,PARP10,PDCD10,PDCD6,PELI1,PHB,PHB2,PLAC8,PML,PNP,POR,PPP2R5C,PRDX3,PRDX4,PRKD2,PRKX,PRMT1,PSMB10,PTPRC,RAB10,RACGAP1,RAP1B,RASAL3,RASSF5,RB1,RB1CC1,RBPJ,RELA,RGCC,RHOG,RIPK2,RPL23,RPS15A,RPS3,RPS4X,RPS6,RPS6KA1,RTN4,S100A11,S100A6,SBDS,SDCBP,SERPINB1,SF1,SGK1,SKAP2,SKI,SLC25A33,SLC25A5,SOD2,SORL1,SPN,SQSTM1,SRSF6,STAT1,STAT2,STAT3,STAT5A,STX3,SYF2,SYNJ2BP,TAX1BP3,TBK1,TGFB1,TGFBR2,TGM1,TICAM1,TIMP1,TINF2,TMEM14B,TNFAIP3,TNFRSF14,TNFSF13B,TNFSF8,TPD52L2,TSPO,TXNIP,TYK2,TYROBP,UBE2A,WARS,XRCC6,YME1L1,YPEL5,ZFP36,ZFP36L1
28	GO:0009986	1	cell surface	ADA,ADTRP,ANTXR2,ANXA1,ANXA2,ANXA5,APMAP,ATP6AP2,B2M,B4GALT1,BMPR2,BST2,BTN3A1,C1QBP,CALR,CAPN2,CCR7,CCRL2,CD14,CD2,CD27,CD38,CD3E,CD4,CD40,CD44,CD47,CD48,CD53,CD55,CD63,CD69,CD74,CD79A,CD83,CD86,CD9,CLDND1,CLEC2B,CLEC2D,CLIC4,CLPTM1,CTSB,CXCL10,CXCR3,CXCR4,EBI3,ENO1,ERP29,ERP44,FAS,FCER1G,FCGRT,FLOT1,HCST,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HM13,HMGB1,HSP90AB1,HSPA5,HSPD1,IL15,IL15RA,IL21R,IL2RG,IL7R,IQGAP2,ITGA4,ITGAE,ITGB1,ITGB2,ITGB7,KRT10,LAG3,LAMP1,LAMP3,LGALS3,MICB,MR1,MSN,PDIA3,PHB,PHB2,PLAUR,PTPRC,RALA,SLAMF7,SLC11A2,SLC3A2,SORL1,SPN,TGFB1,TGFBR2,TMEM123,TNFRSF14,TNFRSF1A,TRPV2,TYROBP,VAMP5
29	GO:0007166	1	cell surface receptor signaling pathway	ABI1,ADA,ADAR,AIM2,AKT1S1,ANXA1,AP3S1,APH1B,APPL1,ARID5B,ARL2BP,ARL3,ARRB2,ATF3,ATP6AP2,BAD,BAG1,BAK1,BBS7,BCL2L14,BID,BIRC2,BIRC3,BLOC1S2,BMPR2,BSG,BTN3A1,C3AR1,CARD16,CASP1,CASP3,CASP4,CASP8,CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CCND3,CCR7,CCRL2,CD14,CD2,CD27,CD38,CD3E,CD4,CD40,CD44,CD47,CD55,CD63,CD7,CD74,CD79A,CD86,CD8B,CDC73,CDKN1B,CFLAR,CHRNB1,CHURC1,CIB1,CITED2,CLEC2D,COMMD7,CORO1A,CRK,CRLF3,CSRNP1,CTNNBIP1,CTR9,CXCL10,CXCL11,CXCR3,CXCR4,CYLD,DDIT4,DDX3X,DDX5,DEDD2,DENND1B,DOK2,DTX3L,EBI3,EIF5A,ELF1,EVL,EZR,FAS,FBXL15,FCER1G,FERMT3,FKBP1A,FLNA,FMR1,FOS,FYN,GBP1,GBP7,GCLM,GCNT2,GPR171,GPX1,GRB2,GRK6,GSTP1,HBP1,HCLS1,HDAC1,HERC4,HIF1A,HIPK2,HIST1H2BJ,HLA-A,HLA-B,HLA-C,HLA-DPB1,HLA-DRB1,HLA-E,HMGB2,HRAS,HSP90AB1,HSPA1A,HSPA1B,HSPA5,HSPB1,IFI27,IFI6,IFITM1,IFITM2,IFITM3,IFNAR1,IFNG,IFNGR1,IGFBP4,IGLL5,IGSF6,IKBKE,IL10RA,IL15,IL15RA,IL1B,IL1RN,IL21R,IL23A,IL2RG,IL7R,IL8,ILK,IRF1,IRF2,IRF7,IRF8,IRF9,ISG15,ITGA4,ITGAE,ITGB1,ITGB2,ITGB7,ITM2C,JAGN1,JAK1,JAK2,JUN,KCNN4,KHDRBS1,KLHL6,LAG3,LAPTM5,LCK,LCP2,LEPROTL1,LGALS3,LGMN,LIMS1,LNPEP,LRRFIP2,LY6E,LYN,MAPK1,MCL1,MDK,MICB,MLKL,MNDA,MS4A7,MVP,MX1,MYD88,MYO1G,NCF1,NCK1,NCKAP1L,NDUFA13,NFKBIA,NLRC5,NMI,NUP62,OAS1,OAS2,OAS3,OASL,P2RX4,PAFAH1B1,PARK7,PARP14,PARP9,PBXIP1,PDCD10,PDCD4,PDCD6,PDE4B,PDIA3,PELI1,PFDN5,PHACTR4,PHB,PHB2,PHPT1,PLAUR,PLEK,PLP2,PLSCR1,PMAIP1,PMEPA1,PML,POR,PPP1CA,PRDX2,PRKD2,PRMT1,PSENEN,PSMA3,PSMA4,PSMA5,PSMA6,PSMB10,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PTPRA,PTPRC,PTPRE,RAB34,RAB3GAP1,RAB5A,RAB7A,RAB7L1,RB1,RB1CC1,RBCK1,RBM14,RBPJ,RBX1,RELA,RGS14,RHBDF2,RIPK1,RIPK2,RNF115,RNF138,RNF213,RPS12,RPS3,RPS6KA5,RTN4,SAMHD1,SCIMP,SDCBP,SESN3,SIPA1L1,SIVA1,SKI,SNX3,SNX6,SOCS1,SOCS3,SORL1,SP100,SPG20,SPG21,SPN,SPPL2A,SSNA1,STAP1,STAT1,STAT2,STAT3,STAT5A,STMN1,STRAP,SUB1,SYNJ2BP,TAX1BP3,TBK1,TESPA1,TGFB1,TGFBR2,TGIF2,THEMIS2,TICAM1,TIMP1,TIPARP,TLE4,TMBIM1,TMSB4X,TNFAIP3,TNFRSF14,TNFRSF1A,TNFRSF1B,TNFSF10,TNFSF13B,TNFSF8,TNK2,TNKS2,TRADD,TRAF3,TRAT1,TRIM44,TRIM5,TRIM56,TXNIP,TYK2,TYROBP,UBE2B,UBE2D1,UBE2D3,USP15,USP18,VAV1,VIM,WBP1L,WDR54,XBP1,XIAP,ZBP1,ZNF675
30	GO:0071345	1	cellular response to cytokine stimulus	ACTG1,ACTR3,ADAR,AIF1,AIM2,APPL1,ARID5B,ASAH1,B3GNT2,BAD,BIRC2,BIRC3,CACYBP,CAPN2,CARD16,CASP1,CASP4,CASP8,CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CCR7,CCRL2,CD4,CD40,CD44,CD47,CD58,CD74,CEBPB,CIB1,COMMD7,CORO1A,CTR9,CXCL10,CXCL11,CXCR3,CXCR4,CYBA,CYLD,DHX9,DOCK8,DUSP1,EBI3,EIF5A,FAS,FCER1G,GAPDH,GBP1,GBP2,GBP3,GBP4,GBP5,GBP7,GCLM,GFER,GSTP1,HAX1,HCLS1,HDGF,HIF1A,HIST1H2BJ,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-E,HSP90AB1,HSPA1A,HSPA1B,HSPA5,IFI16,IFI27,IFIT1,IFIT2,IFIT3,IFITM1,IFITM2,IFITM3,IFNAR1,IFNG,IFNGR1,IKBKE,IL10RA,IL15,IL15RA,IL1B,IL1RN,IL21R,IL2RG,IL7R,IL8,ILK,IRF1,IRF2,IRF7,IRF8,IRF9,ISG15,ITGA4,JAGN1,JAK1,JAK2,JARID2,KLF2,KLF5,LAPTM5,LGALS9,LIMS1,LSP1,MAPK1,MAPK13,MNDA,MT1X,MT2A,MX1,MYD88,NCL,NDUFA13,NFE2L2,NFKBIA,NLRC5,NMI,OAS1,OAS2,OAS3,OASL,PAFAH1B1,PARP14,PARP9,PDCD10,PDIA3,PHB,PLP2,PML,PNPT1,PSMA3,PSMA4,PSMA5,PSMA6,PSMB10,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PTPRC,RBMX,RELA,RIF1,RIPK1,RIPK2,RPL13A,RPS16,RPS3,RPS6KA5,SAMHD1,SLC25A5,SNX10,SOCS1,SOCS3,SP100,SPPL2A,SRM,SRSF3,SRSF7,STAP1,STAT1,STAT2,STAT3,STAT5A,STXBP3,TANK,TBK1,TLE4,TMSB4X,TNFAIP3,TNFRSF14,TNFRSF1A,TNFRSF1B,TNFSF13B,TRADD,TRAF3,TRIM25,TRIM44,TRIM56,TUBA1B,TYK2,UBXN2A,USP10,USP18,VIM,WAS,WBP1L,XBP1,XIAP,XRCC5,YBX1,YBX3,ZBP1,ZFAND6,ZFP36,ZFP36L1,ZFP36L2,ZNF675
31	GO:0035458	1	cellular response to interferon-beta	AIM2,CAPN2,IFI16,IFITM2,IRF1,OAS1,PNPT1,STAT1
32	GO:0071346	1	cellular response to interferon-gamma	ACTG1,ACTR3,AIF1,CASP1,CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CD47,CD58,GAPDH,GBP1,GBP2,GBP3,GBP4,GBP5,GBP7,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-E,IFNG,IRF1,IRF7,IRF8,IRF9,JAK1,JAK2,LGALS9,NLRC5,NMI,PARP14,PARP9,RPL13A,SOCS1,SP100,STAT1,STXBP3,VIM,WAS
33	GO:0071310	1	cellular response to organic substance	ABHD2,ABL2,ACTB,ACTG1,ACTR3,ADAR,ADCY7,ADTRP,AIF1,AIM2,AKAP7,AKR1C3,AKT1S1,ANXA1,AP3S1,APPL1,APRT,ARF6,ARID5A,ARID5B,ARL6IP5,ARRB2,ASAH1,ATF3,ATP1A1,ATP2B1,AUP1,B3GNT2,BAD,BAK1,BIRC2,BIRC3,BMPR2,CA2,CACNA1A,CACYBP,CALR,CAPN2,CARD16,CASP1,CASP3,CASP4,CASP7,CASP8,CAT,CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CCND3,CCR7,CCRL2,CD14,CD4,CD40,CD44,CD47,CD55,CD58,CD63,CD68,CD74,CD86,CDC73,CDKN1B,CEBPB,CFLAR,CHMP5,CHURC1,CIB1,CITED2,CMPK2,COMMD7,CORO1A,CORO1B,CREB3,CREBRF,CRK,CTR9,CTSB,CTSH,CTSL,CTSS,CXCL10,CXCL11,CXCR3,CXCR4,CYBA,CYLD,DDIT4,DDX17,DDX5,DDX58,DERL1,DHX9,DOCK8,DTNBP1,DTYMK,DUSP1,DYNC1LI2,EBI3,EEF1A1,EGLN2,EHD1,EHD4,EIF2AK2,EIF5A,EZR,FAS,FBXL15,FCER1G,FKBP1A,FLNA,FLOT1,FOS,FYN,GAPDH,GBP1,GBP2,GBP3,GBP4,GBP5,GBP7,GCLM,GCNT2,GFER,GNAI3,GPX1,GRB2,GSTP1,HAX1,HCLS1,HDAC1,HDGF,HERPUD1,HERPUD2,HIF1A,HIPK2,HIST1H2BJ,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DRB1,HLA-E,HMGB1,HMGB2,HSP90AB1,HSPA1A,HSPA1B,HSPA5,HSPA8,HSPB1,HSPD1,ID3,IFI16,IFI27,IFIH1,IFIT1,IFIT2,IFIT3,IFITM1,IFITM2,IFITM3,IFNAR1,IFNG,IFNGR1,IFT88,IKBKE,IL10RA,IL15,IL15RA,IL1B,IL1RN,IL21R,IL2RG,IL7R,IL8,ILK,INSIG1,IRF1,IRF2,IRF7,IRF8,IRF9,ISG15,ITGA4,JAGN1,JAK1,JAK2,JARID2,JUN,KAT5,KLF2,KLF5,LAMTOR1,LAMTOR4,LAPTM5,LEPROTL1,LGALS9,LGMN,LIMS1,LITAF,LPIN2,LSP1,LYN,MAP2K3,MAPK1,MAPK13,MAX,MNDA,MSN,MT1X,MT2A,MX1,MYD88,NCK1,NCL,NDUFA13,NFE2L2,NFKBIA,NLRC5,NMI,NPM1,OAS1,OAS2,OAS3,OASL,OPTN,P2RX4,PAFAH1B1,PAQR8,PARK7,PARP14,PARP9,PDCD10,PDCD4,PDCD5,PDCD6,PDE4B,PDIA3,PHB,PHB2,PIM1,PIM3,PKM,PLP2,PMEPA1,PML,PNPT1,POR,PPP1R15A,PQBP1,PRDX2,PRKD2,PRMT2,PSMA3,PSMA4,PSMA5,PSMA6,PSMB10,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PTGER4,PTPRA,PTPRC,PTPRE,RAB10,RAB31,RAB35,RAB8A,RAB8B,RALB,RAP1B,RB1,RBMX,RBPJ,RDX,RELA,RHBDD2,RIF1,RIPK1,RIPK2,RNF5,RPL13A,RPL23,RPS16,RPS3,RPS6KA5,RRAGC,SAMHD1,SCIMP,SDCBP,SDF2L1,SERP1,SERPINB9,SESN3,SGK1,SKI,SLC25A33,SLC25A5,SNX10,SNX6,SOCS1,SOCS3,SOD1,SOD2,SORL1,SP100,SPG20,SPPL2A,SRI,SRM,SRSF3,SRSF5,SRSF7,STAP1,STAT1,STAT2,STAT3,STAT5A,STRAP,STXBP3,TANK,TBK1,TGFB1,TGFBR2,TICAM1,TIPARP,TLE4,TMBIM6,TMSB4X,TNFAIP3,TNFRSF14,TNFRSF1A,TNFRSF1B,TNFSF13B,TRADD,TRAF3,TRIM25,TRIM44,TRIM5,TRIM56,TRIP4,TSPO,TUBA1B,TWF2,TYK2,UBE2D1,UBE2D3,UBE3A,UBXN2A,UCP2,USP10,USP15,USP18,VAMP2,VIM,WAS,WBP1L,XBP1,XIAP,XRCC5,XRN1,YBX1,YBX3,YWHAH,ZBP1,ZFAND6,ZFP36,ZFP36L1,ZFP36L2,ZNF675
34	GO:0071357	1	cellular response to type I interferon	ADAR,IFI27,IFIT1,IFITM1,IFITM2,IFITM3,IFNAR1,IKBKE,IRF1,IRF2,IRF7,IRF8,IRF9,ISG15,JAK1,MYD88,NLRC5,OAS1,OAS2,OAS3,SAMHD1,SP100,STAT1,STAT2,TBK1,TRIM56,TYK2,USP18,ZBP1
35	GO:0098586	1	cellular response to virus	ADAR,ARF1,BIRC2,BIRC3,C1QBP,CCL5,CXCL10,DDX3X,DDX58,DDX60,DHX58,EIF5A,FMR1,HIF1A,HSP90AA1,IFI6,IFIH1,IKBKE,IRF7,LGALS8,LGALS9,OAS1,OAS3,OASL,PHB,PHB2,TGFB1,TLR7,USP15,ZC3HAV1
36	GO:0008009	1	chemokine activity	CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CXCL10,CXCL11,IL8
37	GO:0070098	1	chemokine-mediated signaling pathway	CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CCR7,CXCL10,CXCL11,CXCR3,CXCR4,IL8
38	GO:0042379	1	chemokine receptor binding	CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CCRL2,CNIH4,CREB3,CXCL10,CXCL11,JAK1,STAT1
39	REAC:R-HSA-380108	1	Chemokine receptors bind chemokines	CCL2,CCL3,CCL4,CCL5,CCL7,CCR7,CXCL10,CXCL11,CXCR3,CXCR4,IL8
40	GO:0006935	1	chemotaxis	AIF1,ANXA1,ARRB2,B3GNT2,BIN2,BMPR2,BSG,C1QBP,C3AR1,CALR,CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CCR7,CCRL2,CD74,CKLF,CORO1A,CORO1B,CREB3,CRK,CXCL10,CXCL11,CXCR4,DUSP1,ELMO2,FAM49B,FCER1G,FEZ2,GPR183,HMGB1,HRAS,HSPB1,IL1B,IL8,ITGB2,LGALS3,LGALS9,LGMN,LSP1,MAPK1,MDK,MYCBP2,NCKAP1L,NEXN,NINJ1,P2RX4,PDE4B,PLAUR,PLGRKT,PLP2,PRKD2,RALA,RHOG,RIN3,RPL24,S100A8,S100A9,SBDS,SPN,SRP54,STX3,TYMP,VASP,VAV1
41	GO:0005125	1	cytokine activity	CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CMTM8,CXCL10,CXCL11,IL16,IL1RN,IL23A,IL8,TIMP1,TNFSF10,TNFSF13B
42	GO:0019221	1	cytokine-mediated signaling pathway	ADAR,AIM2,APPL1,BAD,BIRC2,BIRC3,CARD16,CASP1,CASP4,CASP8,CCL2,CCL3,CCL4,CCL5,CCL7,CCL8,CCR7,CCRL2,CD4,CD44,CD74,CIB1,COMMD7,CTR9,CXCL10,CXCL11,CXCR3,CXCR4,CYLD,EBI3,EIF5A,FAS,FCER1G,GSTP1,HIF1A,HIST1H2BJ,HLA-A,HLA-B,HLA-C,HLA-E,HSPA1A,HSPA1B,IFI27,IFITM1,IFITM2,IFITM3,IFNAR1,IFNG,IFNGR1,IKBKE,IL10RA,IL15,IL15RA,IL1B,IL1RN,IL21R,IL2RG,IL7R,IL8,ILK,IRF1,IRF2,IRF7,IRF8,IRF9,ISG15,JAGN1,JAK1,JAK2,LAPTM5,LIMS1,MX1,MYD88,NFKBIA,NLRC5,NMI,OAS1,OAS2,OAS3,OASL,PAFAH1B1,PARP14,PARP9,PLP2,PSMA3,PSMA4,PSMA5,PSMA6,PSMB10,PSMB3,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PTPRC,RELA,RIPK1,RIPK2,RPS6KA5,SAMHD1,SOCS1,SP100,SPPL2A,STAP1,STAT1,STAT2,STAT3,STAT5A,TBK1,TMSB4X,TNFAIP3,TNFRSF14,TNFRSF1A,TNFRSF1B,TNFSF13B,TRADD,TRAF3,TRIM44,TRIM56,TYK2,USP18,WBP1L,XIAP,ZBP1,ZNF675
